[이 주명 농식품 부 농업정책국장 지자체와 농촌 기관을 통해 기 배포된 폭염 시 농업인 행동 요령과 가축 및 축사관리 요령을 철저히 이행해서 폭염으로 인한 피해를 일단은 예방할 수 있도록 하는 것이 최선입니다.],0
농식품 부는 또 농작물과 가축 재해보험에 가입해 폭염 피해 등 재해에 대비하는 것도 중요 하다고 강조했습니다.,0
집중 호우에는 차량이 침수될 가능성이 큽니다.,0
조금이라도 침수된 지하 차도와 도로는 절대 지나가지 말고 만약 차량이 물에 잠겼다면 즉시 시동을 꺼야 합니다.,0
[ 기자] 기록 적인 폭염으로 축산 농가에 피해를 안겨 준 지난해 여름. 견디기 힘든 무더위는 돼지고기 생산량 감소로 이어졌습니다.,1
피서철을 맞아 산간 계곡이나 강가를 찾으신다면 기습적인 비로 피해 입지 않도록 주의해 주셔야 겠습 니다.,0
폭염이 맹위를 떨치며 일사병 열사병 등의 온 열 질환도 비상입니다.,0
하지만 이번에도 수도권과 영서 지방에는 120mm 가 국지성 호우가 쏟아질 것으로 보야 비 피해가 우려됩니다.,0
산사태와 축대 붕괴 침수 피해 등에 철저히 대비해 주시기 바랍니다.,0
[ 앵커] 전국에 불볕 더위가 기승을 부리면서 대부분 지역에 폭염 특보가 내려졌는데요. 사람들은 찜통 더위를 피해 바닷가와 계곡으로 몰렸습니다.,0
이런 날씨에는 일사병과 열사병 등 온 열 질환에 걸릴 가능성도 급증하는데요. 한낮 장시간의 야외활동은 자제해 주시고요.,0
■ 문 재인 대통령은 신임 이 개호 농림부 장관에게 임명장을 수여한 뒤 폭염과 가뭄으로 농가피해가 심각 하다며 추석물가에 압박이 가지 않도록 역량을 모아 달라고 당부했습니다.,1
장마 중에 찾아오는 무더위는 높은 습도 탓에 일사병과 열사병 등 온 열 질환 위험이 더 큽니다.,0
특히 폭염 주의보가 내려지면 일사병 열사병 발병률이 평소보다 4 배 이상 높아 집니다.,1
지난달 29일 부 다 페스트 다뉴브 강에서 한국인 관광객 33명이 탄 유람선 허블 레 아니 호가 침몰하면서 구조된 7명을 제외하고 현재까지 23명이 숨진 것으로 확인됐습니다.3,0
최근 찜통 더위가 연일 이어진 가운데 전 남지역에서 가축과 양식 어류 폐사가 속출하고 있습니다.,1
전라 남도는 지난달 10일부터 어제까지 도내 19개 시· 군에서 닭과 오리 돼지 등 가축 43만 6천 마리가 폭염으로 폐사했다고,1
이는 지난 4일까지 폭염으로 가축 32만 마리가 폐사한 데 이어 나흘 만에 추가로 10만 마리 넘는 가축이 폐사한 것이라고 덧붙였습니다.,1
가축 종류별로는 닭이 39만 6천 마리로 가장 많았고 오리 3만 9천 마리 돼지 천여 마리로 조사됐습니다.,0
연일 이어지는 불볕 더위로 인해 올해 열사병 등 온 열 질환자 수가 작년 같은 기간보다 2 배 이상 늘어난 것으로 나타났습니다.,1
또 경북에서 2명 경남과 전 남 광주 등에서 1 명씩 온 열 질환으로 숨진 것으로 집계됐습니다.,0
현재 영동과 경북 내륙에 건조주의 보가 발효 중인 가운데 영동 지역은 오늘 저녁부터 바람도 강하게 불 것으로 보이니까요 산불 등 화재 사고가 나지 않도록 조심하시기 바랍니다.,0
반면 가거 도는 바람이 초속 12m 로 강하게 불어 출 조를 피해 주셔 야겠 습니다.,0
어제 오전 경기도 화성에 있는 자동차 폐 분진 재활용 공장에서 난 불이 아직도 진화되지 않고 있습니다.,0
천만다행으로 지나던 사람이 없어 인명피해는 없었습니다.,0
■ 6 층짜리 상가 건물 외벽 외장재 강풍에 ’ 와르르’ 김 포에서는 6 층짜리 상가 건물 외벽 외장 재가 강풍에 떨어져 나갔고 안양의 한 아파트에서도 외장재가 떨어져 나가는 등 태풍 레 끼 마의 영향으로 수도권에서도 강풍 피해가 잇달았습니다.,1
■ 자동차 폐 분진 재활용 공장 불… 아직도 진화 안 돼 공장 안이 시뻘건 불덩이로 가득 합니다.,0
자동차 프레임을 제작하는 과정에서 발생하는 폐 분진을 재활용하는 곳입니다.,0
금속분 말이 물과 반응하면 폭발할 가능성이 커 소화 약제를 화재 면에 덮고 굴착기로 폐 금속 분을 옮기는 방법으로 불을 끄느라 진화가 더디기만 합니다.,0
특히 남해안을 중심으로 시간당 30mm 이상의 강한 비가 쏟아지는 곳이 있을 것으로 보이니까요. 호우피해 나지 않도록 대비하시기 바랍니다.,0
찜통 더위가 기승을 부리면서 올해 온 열 질환으로 모두 3명이 숨졌는데요. 온 열 질환은 고온에 노출돼 발생하는 열사병 열 탈진 열경련 열 실신 등의 질환을 말합니다.,1
폭염 특보가 내려지면 열사병과 탈진 등 온 열 질환의 위험성이 큽니다.,0
찜통 더위를 피해 해수욕장으로 몰린 시민이 많다고,0
심해 지는 폭염에 일사병과 탈진 등 온 열 질환의 위험성이 큽니다.,0
비 피해에 각별히 주의하시기 바랍니다.,0
50 대 등산객이 열사병 증세를 보이며 쓰러졌습니다.,1
소방 구조대는 박 씨가 열사병 증세를 보여 체온을 떨어뜨리기 위해 냉찜질 등을 한 뒤 병원으로 옮겼다고,1
특히 해안가에는 강풍 특보가 내려질 것으로 보이니까요 피해 없도록 주의하시기 바랍니다.,0
게다가 대조 기의 진행으로 저지대엔 침수 위험까지 있어서 출 조는 꼭 미루셔야겠습니다. 동해안에도 태풍의 영향이 미치면서 출 조 할 포인트를 찾기 어렵습니다.,0
게다가 성산포에선 해수면 상승으로 인해 침수 가능성이 높으니까요. 안전을 위해 출 조는 삼가시고 실내 활동으로 시간을 보내시기 바랍니다.,0
올림픽 주최 측은 안개 스프레이와 에어컨 텐트 등을 설치해 무더위와 싸우고 있지만 이날 철인 3 종 경기에 참여한 프랑스 대표 카산 드라 보그랑은 병원으로 옮겨 져 열사병 치료를 받은 것으로 알려 졌다.,1
불이 나자 공장 안에 있던 근로자 20명이 대피해 다친 사람은 없었습니다.,0
폭염에 지친 사람들 정전피해 열대야 피해 밖으로 가축 폐사,1
비 피해 계속 우려되고 있습니다.,0
전국 대부분 지역에 폭염 특보가 내려져 있는데요. 많은 피서객이 더위를 피해 이 곳 대천 해수욕장을 찾았습니다.,0
[ 앵커] 초복과 함께 찾아온 무더위에 일사병과 열사병 같은 온 열 질환에도 주의해야겠습니다. 되도록 한낮 야외활동은 피하고 갈증이 나지 않더라도 물을 자주 마시는 게 좋습니다.,0
올해 들어서도 벌써 230명이 일사병과 열사병 등으로 병원을 찾았고 이 가운데 2명이 숨졌습니다.,0
[ 성은 주 강북 삼성병원 가정의학과 교수 가볍게는 열에 의해 피로를 느낀다 든가 점점 심하게는 탈진 의식 소실에 이르기까지 다양한 증상이 나타날 수 있습니다.],0
